timestamp,month,day,cakeName,cakeWord,description,note
,6,2,ババ・ナポレターノ,芯の強さ,"周りに安心感を届けるあなた。
小さな驚きを忍ばせたババ・ナポレターノは、芯の強さをそっと思い出させてくれる一品です！",
,6,3,紅茶シフォン,しなやかな変化,"一歩ずつ形にしていくあなた。
素材の個性を丁寧に重ねた紅茶シフォンは、しなやかな変化をそっと思い出させてくれる一品です！",
,6,4,ディプロマットケーキ,深い共感力,"静かな強さを持つあなた。
素朴さの中に奥行きがあるディプロマットケーキは、深い共感力をそっと思い出させてくれる一品です！",
,6,5,チャイチーズケーキ,知的な探求心,"まっすぐな思いを抱くあなた。
素材の個性を丁寧に重ねたチャイチーズケーキは、知的な探求心をそっと思い出させてくれる一品です！",
,6,6,セミフレッドケーキ,誠実なまなざし,"小さな変化にも気づけるあなた。
香りと食感の変化が楽しいセミフレッドケーキは、誠実なまなざしをそっと思い出させてくれる一品です！",
,6,7,ラムレーズンバターケーキ,柔らかな包容力,"自分のペースを大切にするあなた。
素材の個性を丁寧に重ねたラムレーズンバターケーキは、柔らかな包容力をそっと思い出させてくれる一品です！",
,6,8,リコッタチーズトルタ,頼れる安定感,"周りに安心感を届けるあなた。
小さな驚きを忍ばせたリコッタチーズトルタは、頼れる安定感をそっと思い出させてくれる一品です！",
,6,9,メープルウォルナットケーキ,秘めた情熱,"一歩ずつ形にしていくあなた。
素材の個性を丁寧に重ねたメープルウォルナットケーキは、秘めた情熱をそっと思い出させてくれる一品です！",
,6,10,アマレッティケーキ,隠れた遊び心,"静かな強さを持つあなた。
素朴さの中に奥行きがあるアマレッティケーキは、隠れた遊び心をそっと思い出させてくれる一品です！",
,6,11,シナモンアップルケーキ,芯の強さ,"まっすぐな思いを抱くあなた。
素材の個性を丁寧に重ねたシナモンアップルケーキは、芯の強さをそっと思い出させてくれる一品です！",
,6,12,ジャンドゥーヤトルタ,しなやかな変化,"小さな変化にも気づけるあなた。
香りと食感の変化が楽しいジャンドゥーヤトルタは、しなやかな変化をそっと思い出させてくれる一品です！",
,6,13,クランベリーオレンジケーキ,深い共感力,"自分のペースを大切にするあなた。
素材の個性を丁寧に重ねたクランベリーオレンジケーキは、深い共感力をそっと思い出させてくれる一品です！",
,6,14,ザッハトルテ,知的な探求心,"周りに安心感を届けるあなた。
小さな驚きを忍ばせたザッハトルテは、知的な探求心をそっと思い出させてくれる一品です！",
,6,15,マンゴームースケーキ,誠実なまなざし,"一歩ずつ形にしていくあなた。
素材の個性を丁寧に重ねたマンゴームースケーキは、誠実なまなざしをそっと思い出させてくれる一品です！",
,6,16,ドボシュトルタ,柔らかな包容力,"静かな強さを持つあなた。
素朴さの中に奥行きがあるドボシュトルタは、柔らかな包容力をそっと思い出させてくれる一品です！",
,6,17,ライムヨーグルトケーキ,頼れる安定感,"まっすぐな思いを抱くあなた。
素材の個性を丁寧に重ねたライムヨーグルトケーキは、頼れる安定感をそっと思い出させてくれる一品です！",
,6,18,エスターハージートルテ,秘めた情熱,"小さな変化にも気づけるあなた。
香りと食感の変化が楽しいエスターハージートルテは、秘めた情熱をそっと思い出させてくれる一品です！",
,6,19,バニラビーンズロール,隠れた遊び心,"自分のペースを大切にするあなた。
素材の個性を丁寧に重ねたバニラビーンズロールは、隠れた遊び心をそっと思い出させてくれる一品です！",
,6,20,リンツァートルテ,芯の強さ,"周りに安心感を届けるあなた。
小さな驚きを忍ばせたリンツァートルテは、芯の強さをそっと思い出させてくれる一品です！",
,6,21,キャラメルナッツタルト,しなやかな変化,"一歩ずつ形にしていくあなた。
素材の個性を丁寧に重ねたキャラメルナッツタルトは、しなやかな変化をそっと思い出させてくれる一品です！",
,6,22,シュヴァルツヴェルダーキルシュトルテ,深い共感力,"静かな強さを持つあなた。
素朴さの中に奥行きがあるシュヴァルツヴェルダーキルシュトルテは、深い共感力をそっと思い出させてくれる一品です！",
,6,23,アールグレイロールケーキ,知的な探求心,"まっすぐな思いを抱くあなた。
素材の個性を丁寧に重ねたアールグレイロールケーキは、知的な探求心をそっと思い出させてくれる一品です！",
,6,24,バウムクーヘン,誠実なまなざし,"小さな変化にも気づけるあなた。
香りと食感の変化が楽しいバウムクーヘンは、誠実なまなざしをそっと思い出させてくれる一品です！",
,6,25,オレンジチョコレートタルト,柔らかな包容力,"自分のペースを大切にするあなた。
素材の個性を丁寧に重ねたオレンジチョコレートタルトは、柔らかな包容力をそっと思い出させてくれる一品です！",
,6,26,ビーネンシュティヒ,頼れる安定感,"周りに安心感を届けるあなた。
小さな驚きを忍ばせたビーネンシュティヒは、頼れる安定感をそっと思い出させてくれる一品です！",
,6,27,グリオットチェリームース,秘めた情熱,"一歩ずつ形にしていくあなた。
素材の個性を丁寧に重ねたグリオットチェリームースは、秘めた情熱をそっと思い出させてくれる一品です！",
,6,28,ドナウヴェレ,隠れた遊び心,"静かな強さを持つあなた。
素朴さの中に奥行きがあるドナウヴェレは、隠れた遊び心をそっと思い出させてくれる一品です！",
,6,29,ピーチメルバケーキ,芯の強さ,"まっすぐな思いを抱くあなた。
素材の個性を丁寧に重ねたピーチメルバケーキは、芯の強さをそっと思い出させてくれる一品です！",
,6,30,プリンツレゲントトルテ,しなやかな変化,"小さな変化にも気づけるあなた。
香りと食感の変化が楽しいプリンツレゲントトルテは、しなやかな変化をそっと思い出させてくれる一品です！",
,7,1,アーモンドプラリネトルテ,まっすぐな勇気,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたアーモンドプラリネトルテは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,7,2,ケーゼクーヘン,穏やかなリーダーシップ,"自然体で進めるあなた。
見た目にも物語を感じるケーゼクーヘンは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,7,3,フロマージュブランムース,新しい始まり,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたフロマージュブランムースは、新しい始まりをそっと思い出させてくれる一品です！",
,7,4,フランクフルタークランツ,豊かな実り,"新しい景色を楽しめるあなた。
やさしい甘さで包み込むフランクフルタークランツは、豊かな実りをそっと思い出させてくれる一品です！",
,7,5,洋梨シャルロット,思いやり,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねた洋梨シャルロットは、思いやりをそっと思い出させてくれる一品です！",
,7,6,ツヴェチュゲンクーヘン,落ち着いた集中力,"明るい空気をつくれるあなた。
記念日にそっと置きたくなるツヴェチュゲンクーヘンは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,7,7,パッションフルーツシブースト,前向きな行動力,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたパッションフルーツシブーストは、前向きな行動力をそっと思い出させてくれる一品です！",
,7,8,アプフェルクーヘン,静かな調和,"自然体で進めるあなた。
見た目にも物語を感じるアプフェルクーヘンは、静かな調和をそっと思い出させてくれる一品です！",
,7,9,クレームブリュレタルト,自由な発想,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたクレームブリュレタルトは、自由な発想をそっと思い出させてくれる一品です！",
,7,10,モーンケーキ,まっすぐな勇気,"新しい景色を楽しめるあなた。
やさしい甘さで包み込むモーンケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,7,11,ラズベリーオペラ,穏やかなリーダーシップ,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたラズベリーオペラは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,7,12,シュトロイゼルクーヘン,新しい始まり,"明るい空気をつくれるあなた。
記念日にそっと置きたくなるシュトロイゼルクーヘンは、新しい始まりをそっと思い出させてくれる一品です！",
,7,13,カフェノワゼットケーキ,豊かな実り,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたカフェノワゼットケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,7,14,マルモアクーヘン,思いやり,"自然体で進めるあなた。
見た目にも物語を感じるマルモアクーヘンは、思いやりをそっと思い出させてくれる一品です！",
,7,15,マロンカシスケーキ,落ち着いた集中力,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたマロンカシスケーキは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,7,16,ヌストルテ,前向きな行動力,"新しい景色を楽しめるあなた。
やさしい甘さで包み込むヌストルテは、前向きな行動力をそっと思い出させてくれる一品です！",
,7,17,アプリコットダックワーズ,静かな調和,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたアプリコットダックワーズは、静かな調和をそっと思い出させてくれる一品です！",
,7,18,プリンセストータ,自由な発想,"明るい空気をつくれるあなた。
記念日にそっと置きたくなるプリンセストータは、自由な発想をそっと思い出させてくれる一品です！",
,7,19,レモンバターケーキ,まっすぐな勇気,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたレモンバターケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,7,20,クラッドカーカ,穏やかなリーダーシップ,"自然体で進めるあなた。
見た目にも物語を感じるクラッドカーカは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,7,21,ココナッツシフォン,新しい始まり,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたココナッツシフォンは、新しい始まりをそっと思い出させてくれる一品です！",
,7,22,セムラケーキ,豊かな実り,"新しい景色を楽しめるあなた。
やさしい甘さで包み込むセムラケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,7,23,いちじくチーズタルト,思いやり,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたいちじくチーズタルトは、思いやりをそっと思い出させてくれる一品です！",
,7,24,ブダペストロール,落ち着いた集中力,"明るい空気をつくれるあなた。
記念日にそっと置きたくなるブダペストロールは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,7,25,ピスタチオフレジエ,前向きな行動力,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたピスタチオフレジエは、前向きな行動力をそっと思い出させてくれる一品です！",
,7,26,クランセカーケ,静かな調和,"自然体で進めるあなた。
見た目にも物語を感じるクランセカーケは、静かな調和をそっと思い出させてくれる一品です！",
,7,27,チョコレートバナナタルト,自由な発想,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたチョコレートバナナタルトは、自由な発想をそっと思い出させてくれる一品です！",
,7,28,クヴァーフィヨルケーキ,まっすぐな勇気,"新しい景色を楽しめるあなた。
やさしい甘さで包み込むクヴァーフィヨルケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,7,29,プラムアーモンドタルト,穏やかなリーダーシップ,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたプラムアーモンドタルトは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,7,30,トスカカーカ,新しい始まり,"明るい空気をつくれるあなた。
記念日にそっと置きたくなるトスカカーカは、新しい始まりをそっと思い出させてくれる一品です！",
,7,31,ヘーゼルナッツブラウニー,豊かな実り,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたヘーゼルナッツブラウニーは、豊かな実りをそっと思い出させてくれる一品です！",
,8,1,オストカーカ,前向きな行動力,"好きなものを深く味わえるあなた。
記念日にそっと置きたくなるオストカーカは、前向きな行動力をそっと思い出させてくれる一品です！",
,8,2,オレンジサヴァラン,静かな調和,"明るい空気をつくれるあなた。
素材の個性を丁寧に重ねたオレンジサヴァランは、静かな調和をそっと思い出させてくれる一品です！",
,8,3,ルーネベリトルテ,自由な発想,"ひらめきを大切にできるあなた。
見た目にも物語を感じるルーネベリトルテは、自由な発想をそっと思い出させてくれる一品です！",
,8,4,チェリーチーズケーキ,まっすぐな勇気,"自然体で進めるあなた。
素材の個性を丁寧に重ねたチェリーチーズケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,8,5,ドロームトルタ,穏やかなリーダーシップ,"人の気持ちを丁寧に受け取れるあなた。
やさしい甘さで包み込むドロームトルタは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,8,6,キャラメルポワール,新しい始まり,"新しい景色を楽しめるあなた。
素材の個性を丁寧に重ねたキャラメルポワールは、新しい始まりをそっと思い出させてくれる一品です！",
,8,7,カルダモンリングケーキ,豊かな実り,"好きなものを深く味わえるあなた。
記念日にそっと置きたくなるカルダモンリングケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,8,8,抹茶オペラ,思いやり,"明るい空気をつくれるあなた。
素材の個性を丁寧に重ねた抹茶オペラは、思いやりをそっと思い出させてくれる一品です！",
,8,9,ヴィクトリアスポンジ,落ち着いた集中力,"ひらめきを大切にできるあなた。
見た目にも物語を感じるヴィクトリアスポンジは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,8,10,黒糖バナナケーキ,前向きな行動力,"自然体で進めるあなた。
素材の個性を丁寧に重ねた黒糖バナナケーキは、前向きな行動力をそっと思い出させてくれる一品です！",
,8,11,バッテンバーグケーキ,静かな調和,"人の気持ちを丁寧に受け取れるあなた。
やさしい甘さで包み込むバッテンバーグケーキは、静かな調和をそっと思い出させてくれる一品です！",
,8,12,柚子レアチーズ,自由な発想,"新しい景色を楽しめるあなた。
素材の個性を丁寧に重ねた柚子レアチーズは、自由な発想をそっと思い出させてくれる一品です！",
,8,13,ダンディーケーキ,まっすぐな勇気,"好きなものを深く味わえるあなた。
記念日にそっと置きたくなるダンディーケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,8,14,栗のパウンドケーキ,穏やかなリーダーシップ,"明るい空気をつくれるあなた。
素材の個性を丁寧に重ねた栗のパウンドケーキは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,8,15,パーキン,新しい始まり,"ひらめきを大切にできるあなた。
見た目にも物語を感じるパーキンは、新しい始まりをそっと思い出させてくれる一品です！",
,8,16,林檎と胡桃のケーキ,豊かな実り,"自然体で進めるあなた。
素材の個性を丁寧に重ねた林檎と胡桃のケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,8,17,シムネルケーキ,思いやり,"人の気持ちを丁寧に受け取れるあなた。
やさしい甘さで包み込むシムネルケーキは、思いやりをそっと思い出させてくれる一品です！",
,8,18,黒すぐりパウンド,落ち着いた集中力,"新しい景色を楽しめるあなた。
素材の個性を丁寧に重ねた黒すぐりパウンドは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,8,19,マデイラケーキ,前向きな行動力,"好きなものを深く味わえるあなた。
記念日にそっと置きたくなるマデイラケーキは、前向きな行動力をそっと思い出させてくれる一品です！",
,8,20,ノワゼットミルフィーユ,静かな調和,"明るい空気をつくれるあなた。
素材の個性を丁寧に重ねたノワゼットミルフィーユは、静かな調和をそっと思い出させてくれる一品です！",
,8,21,ベイクウェルタルト,自由な発想,"ひらめきを大切にできるあなた。
見た目にも物語を感じるベイクウェルタルトは、自由な発想をそっと思い出させてくれる一品です！",
,8,22,エスプレッソクラフティ,まっすぐな勇気,"自然体で進めるあなた。
素材の個性を丁寧に重ねたエスプレッソクラフティは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,8,23,バノフィーパイ,穏やかなリーダーシップ,"人の気持ちを丁寧に受け取れるあなた。
やさしい甘さで包み込むバノフィーパイは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,8,24,サワーチェリーバターケーキ,新しい始まり,"新しい景色を楽しめるあなた。
素材の個性を丁寧に重ねたサワーチェリーバターケーキは、新しい始まりをそっと思い出させてくれる一品です！",
,8,25,ウェルシュケーキ,豊かな実り,"好きなものを深く味わえるあなた。
記念日にそっと置きたくなるウェルシュケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,8,26,抹茶フラン,思いやり,"明るい空気をつくれるあなた。
素材の個性を丁寧に重ねた抹茶フランは、思いやりをそっと思い出させてくれる一品です！",
,8,27,レモンドリズルケーキ,落ち着いた集中力,"ひらめきを大切にできるあなた。
見た目にも物語を感じるレモンドリズルケーキは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,8,28,杏シフォン,前向きな行動力,"自然体で進めるあなた。
素材の個性を丁寧に重ねた杏シフォンは、前向きな行動力をそっと思い出させてくれる一品です！",
,8,29,トリークルタルト,静かな調和,"人の気持ちを丁寧に受け取れるあなた。
やさしい甘さで包み込むトリークルタルトは、静かな調和をそっと思い出させてくれる一品です！",
,8,30,プラリネブラウニー,自由な発想,"新しい景色を楽しめるあなた。
素材の個性を丁寧に重ねたプラリネブラウニーは、自由な発想をそっと思い出させてくれる一品です！",
,8,31,ジンジャーブレッドケーキ,まっすぐな勇気,"好きなものを深く味わえるあなた。
記念日にそっと置きたくなるジンジャーブレッドケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,9,1,カフェタルト,豊かな実り,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたカフェタルトは、豊かな実りをそっと思い出させてくれる一品です！",
,9,2,レッドベルベットケーキ,思いやり,"新しい景色を楽しめるあなた。
記念日にそっと置きたくなるレッドベルベットケーキは、思いやりをそっと思い出させてくれる一品です！",
,9,3,カルダモンサヴァラン,落ち着いた集中力,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたカルダモンサヴァランは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,9,4,キャロットケーキ,前向きな行動力,"明るい空気をつくれるあなた。
見た目にも物語を感じるキャロットケーキは、前向きな行動力をそっと思い出させてくれる一品です！",
,9,5,柚子トルテ,静かな調和,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねた柚子トルテは、静かな調和をそっと思い出させてくれる一品です！",
,9,6,ニューヨークチーズケーキ,自由な発想,"自然体で進めるあなた。
やさしい甘さで包み込むニューヨークチーズケーキは、自由な発想をそっと思い出させてくれる一品です！",
,9,7,洋梨モンブラン,まっすぐな勇気,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねた洋梨モンブランは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,9,8,ボストンクリームパイ,穏やかなリーダーシップ,"新しい景色を楽しめるあなた。
記念日にそっと置きたくなるボストンクリームパイは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,9,9,ミラベルテリーヌ,新しい始まり,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたミラベルテリーヌは、新しい始まりをそっと思い出させてくれる一品です！",
,9,10,ハミングバードケーキ,豊かな実り,"明るい空気をつくれるあなた。
見た目にも物語を感じるハミングバードケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,9,11,カカオスフレ,思いやり,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたカカオスフレは、思いやりをそっと思い出させてくれる一品です！",
,9,12,ジャーマンチョコレートケーキ,落ち着いた集中力,"自然体で進めるあなた。
やさしい甘さで包み込むジャーマンチョコレートケーキは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,9,13,シナモンダックワーズ,前向きな行動力,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたシナモンダックワーズは、前向きな行動力をそっと思い出させてくれる一品です！",
,9,14,パウンドケーキ,静かな調和,"新しい景色を楽しめるあなた。
記念日にそっと置きたくなるパウンドケーキは、静かな調和をそっと思い出させてくれる一品です！",
,9,15,ココナッツクリームパイ,自由な発想,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねたココナッツクリームパイは、自由な発想をそっと思い出させてくれる一品です！",
,9,16,エンゼルフードケーキ,まっすぐな勇気,"明るい空気をつくれるあなた。
見た目にも物語を感じるエンゼルフードケーキは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,9,17,ベルガモットチーズケーキ,穏やかなリーダーシップ,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたベルガモットチーズケーキは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,9,18,シフォンケーキ,新しい始まり,"自然体で進めるあなた。
やさしい甘さで包み込むシフォンケーキは、新しい始まりをそっと思い出させてくれる一品です！",
,9,19,無花果ムース,豊かな実り,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねた無花果ムースは、豊かな実りをそっと思い出させてくれる一品です！",
,9,20,パイナップルアップサイドダウンケーキ,思いやり,"新しい景色を楽しめるあなた。
記念日にそっと置きたくなるパイナップルアップサイドダウンケーキは、思いやりをそっと思い出させてくれる一品です！",
,9,21,栗シャルロット,落ち着いた集中力,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねた栗シャルロットは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,9,22,ミシシッピーマッドケーキ,前向きな行動力,"明るい空気をつくれるあなた。
見た目にも物語を感じるミシシッピーマッドケーキは、前向きな行動力をそっと思い出させてくれる一品です！",
,9,23,メープルロール,静かな調和,"ひらめきを大切にできるあなた。
素材の個性を丁寧に重ねたメープルロールは、静かな調和をそっと思い出させてくれる一品です！",
,9,24,レーンケーキ,自由な発想,"自然体で進めるあなた。
やさしい甘さで包み込むレーンケーキは、自由な発想をそっと思い出させてくれる一品です！",
,9,25,パッションフルーツオペラ,まっすぐな勇気,"人の気持ちを丁寧に受け取れるあなた。
素材の個性を丁寧に重ねたパッションフルーツオペラは、まっすぐな勇気をそっと思い出させてくれる一品です！",
,9,26,スミスアイランドケーキ,穏やかなリーダーシップ,"新しい景色を楽しめるあなた。
記念日にそっと置きたくなるスミスアイランドケーキは、穏やかなリーダーシップをそっと思い出させてくれる一品です！",
,9,27,紫芋パウンド,新しい始まり,"好きなものを深く味わえるあなた。
素材の個性を丁寧に重ねた紫芋パウンドは、新しい始まりをそっと思い出させてくれる一品です！",
,9,28,キングケーキ,豊かな実り,"明るい空気をつくれるあなた。
見た目にも物語を感じるキングケーキは、豊かな実りをそっと思い出させてくれる一品です！",
,9,29,西境の蜂蜜シードケーキ,思いやり,"ひらめきを大切にできるあなた。
旅の食卓に似合う西境の蜂蜜シードケーキは、思いやりをそっと思い出させてくれる一品です！",
,9,30,キーライムパイ,落ち着いた集中力,"自然体で進めるあなた。
やさしい甘さで包み込むキーライムパイは、落ち着いた集中力をそっと思い出させてくれる一品です！",
,10,1,緑丘の胡桃ローフ,丁寧な積み重ね,"静かな強さを持つあなた。
旅の食卓に似合う緑丘の胡桃ローフは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,10,2,ピーカンパイ,創造的なひらめき,"まっすぐな思いを抱くあなた。
華やかさと落ち着きを合わせ持つピーカンパイは、創造的なひらめきをそっと思い出させてくれる一品です！",
,10,3,石橋宿の麦芽ケーキ,人を和ませる明るさ,"小さな変化にも気づけるあなた。
旅の食卓に似合う石橋宿の麦芽ケーキは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,10,4,アップルスタックケーキ,甘美なロマンス,"自分のペースを大切にするあなた。
静かな高揚感をくれるアップルスタックケーキは、甘美なロマンスをそっと思い出させてくれる一品です！",
,10,5,古道の干し果実タルト,冒険心,"周りに安心感を届けるあなた。
旅の食卓に似合う古道の干し果実タルトは、冒険心をそっと思い出させてくれる一品です！",
,10,6,トレスレチェスケーキ,朗らかな希望,"一歩ずつ形にしていくあなた。
軽やかな口どけを大切にしたトレスレチェスケーキは、朗らかな希望をそっと思い出させてくれる一品です！",
,10,7,白樹のアーモンドトルテ,澄んだ感性,"静かな強さを持つあなた。
旅の食卓に似合う白樹のアーモンドトルテは、澄んだ感性をそっと思い出させてくれる一品です！",
,10,8,チョコトルタ,輝く才能,"まっすぐな思いを抱くあなた。
華やかさと落ち着きを合わせ持つチョコトルタは、輝く才能をそっと思い出させてくれる一品です！",
,10,9,灰色港の塩バターケーキ,聖なる奇跡,"小さな変化にも気づけるあなた。
旅の食卓に似合う灰色港の塩バターケーキは、聖なる奇跡をそっと思い出させてくれる一品です！",
,10,10,ミロハス・チレナス,丁寧な積み重ね,"自分のペースを大切にするあなた。
静かな高揚感をくれるミロハス・チレナスは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,10,11,谷間宿の林檎パイ,創造的なひらめき,"周りに安心感を届けるあなた。
旅の食卓に似合う谷間宿の林檎パイは、創造的なひらめきをそっと思い出させてくれる一品です！",
,10,12,ブリガデイロケーキ,人を和ませる明るさ,"一歩ずつ形にしていくあなた。
軽やかな口どけを大切にしたブリガデイロケーキは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,10,13,炉端の黒麦ケーキ,甘美なロマンス,"静かな強さを持つあなた。
旅の食卓に似合う炉端の黒麦ケーキは、甘美なロマンスをそっと思い出させてくれる一品です！",
,10,14,ボーロ・ジ・ローロ,冒険心,"まっすぐな思いを抱くあなた。
華やかさと落ち着きを合わせ持つボーロ・ジ・ローロは、冒険心をそっと思い出させてくれる一品です！",
,10,15,北門のキャラウェイケーキ,朗らかな希望,"小さな変化にも気づけるあなた。
旅の食卓に似合う北門のキャラウェイケーキは、朗らかな希望をそっと思い出させてくれる一品です！",
,10,16,ボーロ・ジ・セノウラ,澄んだ感性,"自分のペースを大切にするあなた。
静かな高揚感をくれるボーロ・ジ・セノウラは、澄んだ感性をそっと思い出させてくれる一品です！",
,10,17,小川村の栗粉タルト,輝く才能,"周りに安心感を届けるあなた。
旅の食卓に似合う小川村の栗粉タルトは、輝く才能をそっと思い出させてくれる一品です！",
,10,18,キンジンケーキ,聖なる奇跡,"一歩ずつ形にしていくあなた。
軽やかな口どけを大切にしたキンジンケーキは、聖なる奇跡をそっと思い出させてくれる一品です！",
,10,19,旅人のオートケーキ,丁寧な積み重ね,"静かな強さを持つあなた。
旅の食卓に似合う旅人のオートケーキは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,10,20,トルタ・ネグラ・コロンビアーナ,創造的なひらめき,"まっすぐな思いを抱くあなた。
華やかさと落ち着きを合わせ持つトルタ・ネグラ・コロンビアーナは、創造的なひらめきをそっと思い出させてくれる一品です！",
,10,21,山裾の洋梨ローフ,人を和ませる明るさ,"小さな変化にも気づけるあなた。
旅の食卓に似合う山裾の洋梨ローフは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,10,22,アルファホールケーキ,甘美なロマンス,"自分のペースを大切にするあなた。
静かな高揚感をくれるアルファホールケーキは、甘美なロマンスをそっと思い出させてくれる一品です！",
,10,23,牧草地のクローバーハニーケーキ,冒険心,"周りに安心感を届けるあなた。
旅の食卓に似合う牧草地のクローバーハニーケーキは、冒険心をそっと思い出させてくれる一品です！",
,10,24,ドゥルセ・デ・レチェトルタ,朗らかな希望,"一歩ずつ形にしていくあなた。
軽やかな口どけを大切にしたドゥルセ・デ・レチェトルタは、朗らかな希望をそっと思い出させてくれる一品です！",
,10,25,古い塔のスパイスケーキ,澄んだ感性,"静かな強さを持つあなた。
旅の食卓に似合う古い塔のスパイスケーキは、澄んだ感性をそっと思い出させてくれる一品です！",
,10,26,マルケサ・デ・チョコラーテ,輝く才能,"まっすぐな思いを抱くあなた。
華やかさと落ち着きを合わせ持つマルケサ・デ・チョコラーテは、輝く才能をそっと思い出させてくれる一品です！",
,10,27,南街道のデーツケーキ,聖なる奇跡,"小さな変化にも気づけるあなた。
旅の食卓に似合う南街道のデーツケーキは、聖なる奇跡をそっと思い出させてくれる一品です！",
,10,28,パステル・デ・エローテ,丁寧な積み重ね,"自分のペースを大切にするあなた。
静かな高揚感をくれるパステル・デ・エローテは、丁寧な積み重ねをそっと思い出させてくれる一品です！",
,10,29,羊飼いのチーズタルト,創造的なひらめき,"周りに安心感を届けるあなた。
旅の食卓に似合う羊飼いのチーズタルトは、創造的なひらめきをそっと思い出させてくれる一品です！",
,10,30,グアバチーズケーキ,人を和ませる明るさ,"一歩ずつ形にしていくあなた。
軽やかな口どけを大切にしたグアバチーズケーキは、人を和ませる明るさをそっと思い出させてくれる一品です！",
,10,31,丘陵のヘーゼルナッツケーキ,甘美なロマンス,"静かな強さを持つあなた。
旅の食卓に似合う丘陵のヘーゼルナッツケーキは、甘美なロマンスをそっと思い出させてくれる一品です！",
,11,1,カステラ,澄んだ感性,"周りに安心感を届けるあなた。
軽やかな口どけを大切にしたカステラは、澄んだ感性をそっと思い出させてくれる一品です！",
